age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,worker_id,income_x,income_y
22, Private,554317, 9th,5, Married-spouse-absent, Other-service, Other-relative, White, Male,0,0,35, Mexico,13f3b858-10fe-47ff-b45b-66cab0cf21be, <=50K, <=50K
59, Local-gov,420537, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,38, United-States,84400c6b-4265-4b18-9e66-4bb734cbf8ab, >50K, >50K
19, Private,292590, HS-grad,9, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,25, United-States,cdf4a624-b617-40d9-bbdc-db56d490eb6d, <=50K, <=50K
17, Private,41865, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States,514ad0d7-270e-4ee3-921d-630ad71a1f56, <=50K, <=50K
64, Local-gov,84737, HS-grad,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,35, United-States,769c1520-6012-4f4a-b8a2-5f478887d384, >50K, >50K
44, Private,223194, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1485,40, Haiti,4cfde18b-a53a-40ce-8d41-95c34f522656, <=50K, <=50K
44, Self-emp-inc,37997, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,12ddcc60-6edb-493f-b3a3-184278da44d1, <=50K, <=50K
34, Private,349169, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico,5a435e9b-2fa7-4501-8466-6758162bf377, <=50K, <=50K
49, Self-emp-not-inc,215096, 9th,5, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States,59756a98-4c82-44aa-ae66-0932c15c9910, <=50K, <=50K
22, ?,174626, 7th-8th,4, Never-married, ?, Own-child, White, Male,0,0,40, United-States,2e85063e-6be6-444c-b62a-33881724401f, <=50K, <=50K
28, State-gov,73211, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,20, United-States,3df1b289-57fb-4bf2-a064-bfcb14a347ab, <=50K, <=50K
59, Self-emp-not-inc,309124, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,efc5e95d-d63a-43eb-8d2a-fa8bea7d73b1, >50K, >50K
33, Private,124052, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,aeb20756-345d-41b2-9549-0928dc319600, <=50K, <=50K
27, Private,472070, Assoc-voc,11, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,33c2fe6d-16b0-44d9-a4aa-cd7536d98478, <=50K, <=50K
34, Local-gov,205704, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States,2506e3a1-63ab-49eb-bd96-1a5436a31502, <=50K, <=50K
34, Private,258170, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,38, United-States,ec83a553-3772-4554-9dea-ba947fe94e52, <=50K, <=50K
41, Private,187802, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,5449753a-5457-48b8-8b9b-6e221d605fb1, <=50K, <=50K
49, Self-emp-inc,213140, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,60, United-States,3030e3bf-7821-44f3-89cc-05fe4e64a100, >50K, >50K
33, Private,132601, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,72686279-eb12-4fdb-b0bb-fed8f10cb02c, <=50K, <=50K
43, Private,244172, HS-grad,9, Separated, Transport-moving, Unmarried, White, Male,0,0,40, Mexico,1beecbfb-b1f8-49a6-a380-dc24c46a9c88, <=50K, <=50K
52, Private,113094, Bachelors,13, Separated, Adm-clerical, Unmarried, White, Female,0,1092,40, United-States,cdea4e84-1a6a-44f4-8e3d-e6078fa8c62e, <=50K, <=50K
46, Private,205100, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States,1d89b480-f87a-4434-b688-a6aa568df72a, >50K, >50K
40, Federal-gov,118686, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States,19871210-b886-4d6a-94ee-afd79f97a2ea, <=50K, <=50K
55, Self-emp-inc,67433, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,eadc4e3b-27ce-4c2c-8298-b1814ead0f3c, <=50K, <=50K
41, Private,39581, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,24, El-Salvador,e63eadc1-bf7a-491b-a9df-80151700e5bf, <=50K, <=50K
35, Private,308945, HS-grad,9, Divorced, Tech-support, Unmarried, White, Female,0,0,75, United-States,24d946d8-0fc8-49c0-aa06-57df23753c8c, <=50K, <=50K
44, Private,185057, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States,0c4bd577-23ee-4f21-a678-43e799101192, <=50K, <=50K
60, Private,54800, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States,0a208cd8-dce0-4980-852f-92b36d6f0fd4, <=50K, <=50K
42, Self-emp-not-inc,39539, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, United-States,3046c7b4-a010-4a60-af78-541d4cd977ce, >50K, >50K
20, Private,227554, Some-college,10, Married-spouse-absent, Sales, Own-child, Black, Female,0,0,18, United-States,10ac75fd-0e1e-4144-8554-0972eb62531e, <=50K, <=50K
19, Private,130431, 5th-6th,3, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,36, Mexico,cc47d427-62db-4980-b593-34fa10fa4438, <=50K, <=50K
38, Private,200220, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,71cfd652-f3c9-402d-b37b-3851255db8e8, <=50K, <=50K
41, Private,173858, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, China,49266600-7a78-4e8b-93d3-03ef9294b01e, <=50K, <=50K
27, Private,87006, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1579,40, United-States,01943581-52c0-4112-a5fe-df36ce456473, <=50K, <=50K
35, Private,28572, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,4064,0,35, United-States,d0745f3b-b34a-4224-9f06-656bc3b39458, <=50K, <=50K
21, Private,189749, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,37e11884-6d07-4d4c-a37f-cf3348d83f63, <=50K, <=50K
47, Federal-gov,137917, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States,0d73ddfb-7cc5-411a-bb03-b7cef9f703e9, >50K, >50K
43, Private,149909, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States,97a87307-a694-4360-b908-832e3fda8969, >50K, >50K
61, Private,93997, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Italy,b762c8e1-e0a0-46db-a8f1-fc330fb26470, <=50K, <=50K
41, Private,220694, Bachelors,13, Divorced, Other-service, Not-in-family, White, Male,0,0,37, United-States,5054c41f-a818-4d9a-a4f7-3cb53ad7a43e, <=50K, <=50K
42, Private,169995, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,fcc2d87b-0ba8-4dbb-980d-6e3b28c01016, <=50K, <=50K
30, Private,128065, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States,f889cb7e-6f2e-4e2b-a0b0-f8383ae05ba2, <=50K, <=50K
42, Private,192712, HS-grad,9, Separated, Other-service, Unmarried, White, Female,0,0,25, United-States,1c81ed66-2eac-4456-98c4-3d4cfa0c17aa, <=50K, <=50K
46, Private,213611, 7th-8th,4, Married-spouse-absent, Priv-house-serv, Unmarried, White, Female,0,1594,24, Guatemala,afda5665-4637-4121-a207-b499865506b8, <=50K, <=50K
29, Private,130438, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,1550ccfd-c153-4910-8f80-6b9a9ed80518, <=50K, <=50K
46, Private,118419, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,38, United-States,f7bbb80b-5898-4fc7-8023-e5a88eeb04c9, <=50K, <=50K
60, Self-emp-not-inc,224377, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,878e2eb1-8bc9-4864-bcfb-05a0816ac49e, <=50K, <=50K
61, Private,129246, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States,e7d9040b-f26d-4ff6-b37c-081e8673f4e7, <=50K, <=50K
66, Self-emp-not-inc,427422, Doctorate,16, Married-civ-spouse, Sales, Husband, White, Male,0,2377,25, United-States,7b8d848c-6861-47cb-8561-c16ec7c4d4e7, >50K, >50K
26, Private,108019, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,3325,0,40, United-States,56e1ede8-2843-4bce-80ae-a922febdf133, <=50K, <=50K
65, Private,194456, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England,43d15c89-95ce-4fb6-898a-b3576fdd323c, >50K, >50K
37, Private,177181, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,53815dc8-54eb-4cf2-8d64-aa7cd7104c05, <=50K, <=50K
31, Private,182539, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States,7f045138-b1c6-4ebb-8a4d-34e5bf8edf86, <=50K, <=50K
48, Private,238726, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,7c6d649e-2d70-4e30-bf2f-8aeb7f4bb70c, <=50K, <=50K
33, Private,205950, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,b47da30a-2f5b-49c5-8044-3298c8667f6f, <=50K, <=50K
25, Private,185952, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States,aec8dcad-a636-4483-8114-3d2886f12a4a, <=50K, <=50K
57, Private,426263, Masters,14, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States,f9d3e488-99d7-498a-82ba-6d3208894335, >50K, >50K
30, Private,81282, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States,22faf47e-6866-4634-9623-1cb2e817c0ff, <=50K, <=50K
34, Local-gov,213722, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,57, United-States,392180a1-5077-4251-8d9e-68fb400b2846, >50K, >50K
26, Private,108542, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,b9ddd52d-3e99-4c41-8c45-89616f359675, >50K, >50K
62, Self-emp-not-inc,136684, HS-grad,9, Widowed, Adm-clerical, Other-relative, White, Female,0,0,30, United-States,8f0bb4c8-613f-4391-9d58-1d83949bb8a6, <=50K, <=50K
51, Private,249741, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,ed271ad6-d650-4487-a94a-28625f3efb7b, <=50K, <=50K
47, Federal-gov,126204, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,86906bd2-ce89-4066-9f36-a1129d296cb8, <=50K, <=50K
54, Private,82566, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,0a850393-5faa-4cba-aa7e-381f11ecce44, <=50K, <=50K
39, ?,71701, HS-grad,9, Divorced, ?, Unmarried, White, Female,0,0,40, United-States,2ccd3c7b-561f-4d7e-b51a-b034ea56dd48, <=50K, <=50K
45, Self-emp-not-inc,152752, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,3, United-States,a6003e7b-0b19-43c8-8a77-2e04b590a777, <=50K, <=50K
22, Private,279901, HS-grad,9, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,40, United-States,05c2140a-35d1-4fd9-8f57-691f725bd18a, <=50K, <=50K
43, Private,154076, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,bda25364-38f2-4d83-82b6-244f083ecd97, >50K, >50K
24, Private,146706, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States,1d6e0eb0-9d89-4b31-8fa8-74949861bad6, <=50K, <=50K
34, Private,242984, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States,4e4d5402-7bfb-49b9-9cc7-d3a084bb6595, <=50K, <=50K
19, ?,26620, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States,215959b6-5428-444e-8a5e-1d533eb849db, <=50K, <=50K
36, Private,34744, Assoc-acdm,12, Divorced, Other-service, Unmarried, White, Female,0,0,37, United-States,5d4d967e-91b6-48d2-b251-0df5326f8173, <=50K, <=50K
45, Self-emp-inc,117605, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States,0ff37e57-f001-46b8-82db-3050c54242f0, >50K, >50K
51, Private,384248, Some-college,10, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,50, United-States,87e72bcc-b9b0-4ebf-b1ba-2907420bc747, <=50K, <=50K
35, Private,183898, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States,e2475cff-7049-4386-844c-f220d2f30024, >50K, >50K
24, Private,102493, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,cfed34ce-ece3-43ed-a880-40f0750bd0a9, <=50K, <=50K
20, Private,186849, HS-grad,9, Never-married, Transport-moving, Other-relative, White, Male,0,0,40, United-States,9e03cff6-c371-4f60-a06e-ffccfd4b57ef, <=50K, <=50K
47, Private,148724, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States,31dcafe1-eda0-4702-a937-b5b2a5b87226, <=50K, <=50K
60, Private,51290, 7th-8th,4, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,30888f62-7fca-443f-b525-fda369e84426, <=50K, <=50K
42, Local-gov,271521, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, United-States,db0e8dda-3ef6-4f31-8097-b2f7d5de93e1, >50K, >50K
25, Private,204338, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico,d238db5b-9424-4732-a7d5-75e101953429, <=50K, <=50K
51, Private,103529, 11th,7, Divorced, Other-service, Unmarried, Black, Female,0,0,30, United-States,250717ac-5126-45cd-aa23-55d60229a0d6, <=50K, <=50K
27, Private,246440, 11th,7, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States,9e6505ea-8de2-4bef-9ece-8d55e010e1bd, <=50K, <=50K
72, ?,129912, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,25, United-States,43f39f0b-03ef-4374-bde4-4e2098a71650, <=50K, <=50K
36, Private,33394, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1887,35, United-States,87869c4a-561c-4b39-8d96-1d7de6593e8e, >50K, >50K
41, Self-emp-not-inc,254818, Masters,14, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, Peru,91bff142-fe53-4d79-aa5c-1ddcb7120c82, <=50K, <=50K
26, Private,112754, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States,a41a4b3b-3dc9-44f9-981e-31d55aa23aa1, >50K, >50K
43, Private,101950, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States,d9a51ba1-584d-4243-8373-081842962fab, <=50K, <=50K
23, Private,278107, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1573,30, United-States,cc48a672-1a43-4a21-9498-c93e57451a53, <=50K, <=50K
63, Private,294009, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States,b593614e-ec8d-464f-90d4-049ecc0d7207, >50K, >50K
32, Private,126132, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States,38c9bd40-fd01-47c5-b190-320507e060ad, >50K, >50K
41, State-gov,88913, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,36, United-States,9d851381-e5e6-4076-ac14-2ee42e55b228, <=50K, <=50K
32, State-gov,438711, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States,839b47b2-cde9-4202-bf39-18532c4ffd82, <=50K, <=50K
31, Self-emp-inc,256362, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,3908,0,50, United-States,f43f3298-f2cc-48d5-8808-91487201a1d8, <=50K, <=50K
58, Self-emp-not-inc,234841, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,72, United-States,865fd9cb-6bdb-4241-8cbd-ef64795963f0, <=50K, <=50K
31, Private,368517, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States,95852ff1-650a-46bf-974a-c22f5aaca5d9, <=50K, <=50K
39, Private,166744, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,38, United-States,f0c69f29-455f-4617-97fe-fce07ef9bfa2, <=50K, <=50K
43, State-gov,241506, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,1506,0,36, United-States,a123c38d-5b64-4ebd-a2d7-8bf83f5f5646, <=50K, <=50K
33, Self-emp-not-inc,310525, 12th,8, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,32, United-States,c1981edd-b683-4d25-bfb7-78a9acc0911d, <=50K, <=50K
58, Self-emp-not-inc,106942, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States,b26d3265-3809-4c0e-bd11-fab87eae40e8, <=50K, <=50K
56, Private,235826, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,40, United-States,9be57947-65e4-4067-b6e6-58c32b5fb032, <=50K, <=50K
46, Private,270693, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,3674,0,30, United-States,67084070-352d-4cd9-a46e-80deb2c7ba8e, <=50K, <=50K
55, Private,377061, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,b9bd252a-3559-4845-92c2-3d2a8af466d0, >50K, >50K
49, Private,123681, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,43, United-States,90235242-21db-4428-b367-23dff0d154a3, >50K, >50K
28, Private,274579, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,db5aa79f-04f9-40a1-b114-9a4dbcec6c37, <=50K, <=50K
39, ?,281363, 10th,6, Widowed, ?, Unmarried, White, Female,0,0,15, United-States,a59c45ed-79a3-48c1-b032-2be1a1374fb2, <=50K, <=50K
47, Private,49298, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States,f3cabfb4-ee12-4286-bc9d-0574abb0f57e, <=50K, <=50K
35, Private,77146, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,6c534fd7-232f-40c3-a343-abcdd0ea4c0b, >50K, >50K
20, Private,279763, 11th,7, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,25, United-States,0448e529-a552-4c7a-8dd7-817baa7d5a28, <=50K, <=50K
37, Private,175720, 10th,6, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,5b341e64-cbc2-40ba-b1db-48b8ca0441a6, <=50K, <=50K
45, Federal-gov,76008, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,9a78dc6d-db4a-4618-b230-e4da3e1a4764, >50K, >50K
55, Private,282753, 5th-6th,3, Divorced, Other-service, Unmarried, Black, Male,0,0,25, United-States,3d807ebf-f3cd-4db4-bd87-7d1451f68a68, <=50K, <=50K
19, ?,371827, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,40, Portugal,4d06ad55-012c-406d-bccf-960d0cad51b1, <=50K, <=50K
46, Private,195023, HS-grad,9, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Columbia,2feb7d09-5b49-4695-91b0-e4a5d1d42861, <=50K, <=50K
51, Private,126010, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,3a5945ac-609c-421e-a992-aedbcd1d0bdd, <=50K, <=50K
19, Private,382738, HS-grad,9, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States,2db950e2-bc97-4678-b1b4-9199ef83bd18, <=50K, <=50K
30, Private,194901, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,00006745-0185-4331-9aa2-ed8f64818bad, <=50K, <=50K
23, Private,520775, 12th,8, Never-married, Priv-house-serv, Own-child, White, Male,0,0,30, United-States,368b460d-aced-4975-b353-c02d95fb2f27, <=50K, <=50K
48, Private,299291, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,44, United-States,cdc30313-941a-4d38-998e-b0b7fd299216, <=50K, <=50K
23, Private,520231, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States,05e92d8a-fd38-47fd-ac34-1c6de9c15a25, <=50K, <=50K
17, Private,160029, 11th,7, Never-married, Other-service, Other-relative, White, Female,0,0,22, United-States,e7c9c47e-0117-4ea8-8593-1a7f8a216ec7, <=50K, <=50K
47, Private,167159, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,4650,0,40, United-States,c04b6500-61c4-4e0f-8c4d-976702fd1c57, <=50K, <=50K
21, Private,255957, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,4101,0,40, United-States,2900f38f-34f3-40d6-b03e-474ec625a681, <=50K, <=50K
26, Private,169727, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,a460511e-5caf-4bbe-99d1-cb2af2300e45, <=50K, <=50K
